rep,strategy,workload,team,namespace,prompt,model,provider,real,in_tokens,out_tokens,cost_eur,latency_ms,quality_1to5,reroute
13,B6-ours,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,935,5.00,true
13,B6-ours,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o-mini,openai-us,true,52,32,0.000027,932,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-01,mistral-large,mistral-eu,true,41,64,0.000466,1199,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-02,mistral-large,mistral-eu,true,28,201,0.001262,4318,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-03,mistral-large,mistral-eu,true,42,256,0.001620,3995,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-04,mistral-large,mistral-eu,true,29,216,0.001354,3705,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-05,mistral-large,mistral-eu,true,33,207,0.001308,3605,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-06,mistral-large,mistral-eu,true,27,66,0.000450,1471,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-07,mistral-large,mistral-eu,true,47,256,0.001630,4078,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-08,mistral-large,mistral-eu,true,35,109,0.000724,1702,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-09,mistral-large,mistral-eu,true,28,33,0.000254,705,5.00,true
13,B6-ours,W3-Dev-Assistant,platform,dev,w3-10,mistral-large,mistral-eu,true,34,73,0.000506,1712,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o-mini,openai-us,true,53,3,0.000010,688,1.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o-mini,openai-us,true,48,13,0.000015,661,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o-mini,openai-us,true,43,1,0.000007,371,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o-mini,openai-us,true,45,157,0.000101,1944,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o-mini,openai-us,true,55,26,0.000024,1002,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o-mini,openai-us,true,79,256,0.000165,2988,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o-mini,openai-us,true,47,6,0.000011,480,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o-mini,openai-us,true,29,2,0.000006,628,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o-mini,openai-us,true,47,2,0.000008,370,5.00,true
13,B6-ours,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o-mini,openai-us,true,60,256,0.000163,3634,4.00,true
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-01,gpt-4o,openai-us,true,40,45,0.000550,652,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,35,0.000452,915,3.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o,openai-us,true,33,54,0.000623,1320,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-04,gpt-4o,openai-us,true,32,241,0.002490,2650,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-05,gpt-4o,openai-us,true,29,193,0.002002,1225,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-06,gpt-4o,openai-us,true,34,130,0.001385,1728,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,229,0.002377,1524,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o,openai-us,true,31,209,0.002168,1956,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-09,gpt-4o,openai-us,true,34,139,0.001475,1466,5.00,false
14,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-10,gpt-4o,openai-us,true,37,103,0.001122,1616,3.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o,openai-us,true,60,16,0.000310,520,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o,openai-us,true,57,13,0.000272,2507,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o,openai-us,true,49,9,0.000213,836,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,58,0.000730,818,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o,openai-us,true,44,7,0.000180,430,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o,openai-us,true,48,14,0.000260,505,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o,openai-us,true,48,9,0.000210,818,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,447,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o,openai-us,true,52,9,0.000220,530,5.00,false
14,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o,openai-us,true,52,30,0.000430,728,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,52,0.000632,827,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,108,0.001162,1340,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,178,0.001900,1822,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,29,0.000378,666,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,253,0.002628,1915,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,66,0.000737,1213,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o,openai-us,true,51,227,0.002397,1361,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-08,gpt-4o,openai-us,true,40,161,0.001710,1213,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-09,gpt-4o,openai-us,true,32,23,0.000310,524,5.00,false
14,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,59,0.000688,1048,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o,openai-us,true,53,3,0.000162,503,1.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,470,4.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o,openai-us,true,43,1,0.000118,401,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o,openai-us,true,45,114,0.001252,1347,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o,openai-us,true,55,15,0.000287,512,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o,openai-us,true,79,244,0.002638,2175,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,355,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o,openai-us,true,29,2,0.000092,372,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o,openai-us,true,47,1,0.000128,856,5.00,false
14,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o,openai-us,true,60,198,0.002130,1533,4.00,false
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-01,gpt-4.1-nano,openai-us,true,40,34,0.000018,515,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,37,0.000472,951,3.00,false
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o-mini,openai-us,true,33,67,0.000045,1215,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-04,mistral-large,mistral-eu,true,27,256,0.001590,4112,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-05,selfhosted-eu-llama,onprem-fr,false,25,80,0.000005,700,3.96,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-06,gpt-4.1-nano,openai-us,true,34,87,0.000038,650,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,211,0.002197,1333,5.00,false
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o-mini,openai-us,true,31,180,0.000113,2677,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-09,mistral-large,mistral-eu,true,28,108,0.000704,1953,5.00,true
14,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-10,selfhosted-eu-llama,onprem-fr,false,32,80,0.000006,700,3.96,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o-mini,openai-us,true,60,11,0.000016,449,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-02,mistral-large,mistral-eu,true,55,15,0.000200,425,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4.1-nano,openai-us,true,49,9,0.000008,446,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,54,0.000690,735,5.00,false
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o-mini,openai-us,true,44,7,0.000011,574,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-06,mistral-large,mistral-eu,true,46,36,0.000308,676,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4.1-nano,openai-us,true,48,9,0.000008,417,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,420,5.00,false
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,627,5.00,true
14,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-10,mistral-large,mistral-eu,true,50,37,0.000322,626,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-01,gpt-4.1-nano,openai-us,true,45,51,0.000025,517,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,100,0.001083,3888,5.00,false
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o-mini,openai-us,true,48,256,0.000161,3636,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-04,mistral-large,mistral-eu,true,29,221,0.001384,3280,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-05,gpt-4.1-nano,openai-us,true,39,199,0.000084,1432,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,59,0.000668,1264,5.00,false
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o-mini,openai-us,true,51,211,0.000134,2748,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-08,mistral-large,mistral-eu,true,35,109,0.000724,1709,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-09,gpt-4.1-nano,openai-us,true,32,31,0.000016,468,5.00,true
14,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,79,0.000887,877,5.00,false
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4.1-nano,openai-us,true,53,3,0.000007,353,1.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,13,0.000250,441,5.00,false
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o-mini,openai-us,true,43,1,0.000007,414,5.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-04,mistral-large,mistral-eu,true,47,183,0.001192,2169,5.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-05,selfhosted-eu-llama,onprem-fr,false,26,80,0.000005,700,3.96,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4.1-nano,openai-us,true,79,256,0.000110,1835,5.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,374,5.00,false
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o-mini,openai-us,true,29,2,0.000006,708,5.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-09,mistral-large,mistral-eu,true,47,2,0.000106,267,5.00,true
14,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-10,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-01,selfhosted-eu-llama,onprem-fr,false,35,80,0.000006,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-02,selfhosted-eu-llama,onprem-fr,false,35,80,0.000006,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-03,selfhosted-eu-llama,onprem-fr,false,25,80,0.000005,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-04,selfhosted-eu-llama,onprem-fr,false,27,80,0.000005,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-05,selfhosted-eu-llama,onprem-fr,false,25,80,0.000005,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-06,selfhosted-eu-llama,onprem-fr,false,30,80,0.000006,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-07,selfhosted-eu-llama,onprem-fr,false,27,80,0.000005,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-08,selfhosted-eu-llama,onprem-fr,false,23,80,0.000005,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-09,selfhosted-eu-llama,onprem-fr,false,31,80,0.000006,700,3.96,true
14,B3-least-cost,W1-HR-Chatbot,hr,hr,w1-10,selfhosted-eu-llama,onprem-fr,false,32,80,0.000006,700,3.96,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4.1-nano,openai-us,true,60,13,0.000011,618,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4.1-nano,openai-us,true,57,17,0.000013,383,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4.1-nano,openai-us,true,49,8,0.000008,387,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4.1-nano,openai-us,true,60,54,0.000028,1019,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4.1-nano,openai-us,true,44,7,0.000007,916,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4.1-nano,openai-us,true,48,11,0.000009,613,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4.1-nano,openai-us,true,48,9,0.000008,460,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4.1-nano,openai-us,true,53,11,0.000010,841,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4.1-nano,openai-us,true,52,9,0.000009,418,5.00,true
14,B3-least-cost,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4.1-nano,openai-us,true,52,29,0.000017,457,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-01,gpt-4.1-nano,openai-us,true,45,48,0.000024,814,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-02,gpt-4.1-nano,openai-us,true,33,92,0.000040,805,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-03,gpt-4.1-nano,openai-us,true,48,256,0.000107,1606,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-04,gpt-4.1-nano,openai-us,true,35,24,0.000013,439,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-05,gpt-4.1-nano,openai-us,true,39,211,0.000088,1580,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-06,gpt-4.1-nano,openai-us,true,31,66,0.000030,1067,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-07,gpt-4.1-nano,openai-us,true,51,222,0.000094,1629,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-08,gpt-4.1-nano,openai-us,true,40,113,0.000049,947,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-09,gpt-4.1-nano,openai-us,true,32,25,0.000013,469,5.00,true
14,B3-least-cost,W3-Dev-Assistant,platform,dev,w3-10,gpt-4.1-nano,openai-us,true,39,61,0.000028,785,5.00,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-01,selfhosted-eu-llama,onprem-fr,false,39,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-02,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-03,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-04,selfhosted-eu-llama,onprem-fr,false,30,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-05,selfhosted-eu-llama,onprem-fr,false,26,80,0.000005,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-06,selfhosted-eu-llama,onprem-fr,false,43,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-07,selfhosted-eu-llama,onprem-fr,false,30,80,0.000006,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-08,selfhosted-eu-llama,onprem-fr,false,15,80,0.000005,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-09,selfhosted-eu-llama,onprem-fr,false,29,80,0.000005,700,3.96,true
14,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-10,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-01,gpt-4.1-nano,openai-us,true,40,28,0.000015,601,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-02,gpt-4.1-nano,openai-us,true,41,31,0.000017,587,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-03,gpt-4.1-nano,openai-us,true,33,71,0.000032,757,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-04,gpt-4.1-nano,openai-us,true,32,162,0.000068,1238,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-05,gpt-4.1-nano,openai-us,true,29,64,0.000028,642,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-06,gpt-4.1-nano,openai-us,true,34,77,0.000034,668,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-07,gpt-4.1-nano,openai-us,true,35,143,0.000061,976,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-08,gpt-4.1-nano,openai-us,true,31,121,0.000052,968,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-09,gpt-4.1-nano,openai-us,true,34,44,0.000021,526,5.00,true
14,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-10,gpt-4.1-nano,openai-us,true,37,54,0.000025,733,4.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o-mini,openai-us,true,60,11,0.000016,439,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o-mini,openai-us,true,57,13,0.000016,611,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o-mini,openai-us,true,49,9,0.000013,881,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o-mini,openai-us,true,60,47,0.000037,909,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o-mini,openai-us,true,44,7,0.000011,593,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o-mini,openai-us,true,48,20,0.000019,849,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o-mini,openai-us,true,48,9,0.000013,746,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o-mini,openai-us,true,53,11,0.000015,457,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,863,5.00,true
14,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o-mini,openai-us,true,52,31,0.000026,1129,5.00,true
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,54,0.000652,764,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,101,0.001093,1088,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,249,0.002610,2802,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,29,0.000378,627,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,225,0.002347,1986,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,59,0.000668,1247,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o,openai-us,true,51,188,0.002007,1824,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-08,gpt-4o,openai-us,true,40,136,0.001460,1303,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-09,gpt-4o,openai-us,true,32,23,0.000310,441,5.00,false
14,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,54,0.000638,898,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o,openai-us,true,53,3,0.000162,449,1.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,564,4.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o,openai-us,true,43,1,0.000118,388,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o,openai-us,true,45,136,0.001473,984,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o,openai-us,true,55,15,0.000287,544,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o,openai-us,true,79,246,0.002658,1592,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,484,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o,openai-us,true,29,2,0.000092,395,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o,openai-us,true,47,1,0.000128,617,5.00,false
14,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o,openai-us,true,60,256,0.002710,2253,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-01,gpt-4o,openai-us,true,40,58,0.000680,951,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,37,0.000472,756,3.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o,openai-us,true,33,85,0.000933,990,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-04,gpt-4o,openai-us,true,32,256,0.002640,2098,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-05,gpt-4o,openai-us,true,29,199,0.002063,1551,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-06,gpt-4o,openai-us,true,34,122,0.001305,1196,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,229,0.002377,1769,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o,openai-us,true,31,233,0.002407,2220,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-09,gpt-4o,openai-us,true,34,127,0.001355,1279,5.00,false
14,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-10,gpt-4o,openai-us,true,37,104,0.001132,1140,3.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o,openai-us,true,60,11,0.000260,506,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o,openai-us,true,57,13,0.000272,504,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o,openai-us,true,49,9,0.000213,498,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,50,0.000650,742,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o,openai-us,true,44,7,0.000180,506,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o,openai-us,true,48,14,0.000260,567,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o,openai-us,true,48,9,0.000210,516,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,422,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o,openai-us,true,52,9,0.000220,450,5.00,false
14,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o,openai-us,true,52,30,0.000430,739,5.00,false
14,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,54,0.000652,783,5.00,false
14,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,107,0.001152,1239,5.00,false
14,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,189,0.002010,1665,5.00,false
14,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,29,0.000378,688,5.00,false
14,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,207,0.002167,1972,5.00,false
